"compound_id","name","smiles","source_species","country","bioactivity","target_organism","reference","source_db","activity_value","activity_type","ailment_treated","compound_class","molecular_weight","xlogp","h_bond_donors","h_bond_acceptors","rotatable_bonds","tpsa","num_atoms","num_rings","label_antibacterial","mic_value","log_mic"
"LIT:c841407f","Vernolide","O=C1O[C@@H]2C[C@H]3C(=C)[C@@H](O)[C@H](OC(=O)CC)[C@]3(C)[C@@H]1[C@H]2O","Vernonia amygdalina","Uganda/Kenya","antibacterial","S. typhi","PMC8970882; PMC7685152; PMC9951921","Literature","","","malaria, intestinal infections","sesquiterpene lactones","296.32","0.17","2.0","6.0","2.0","93.06","21.0","3.0","1","",""
"LIT:c8974ee5","Plumbagin","Cc1cc(=O)c2cccc(O)c2n1","Plumbago zeylanica","Tanzania/Kenya","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound healing, STIs","naphthoquinones","","","","","","","","","1","",""
"LIT:c8974ee5","Plumbagin","Cc1cc(=O)c2cccc(O)c2n1","Plumbago zeylanica","Tanzania/Kenya","antibacterial","M. tuberculosis","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound healing, STIs","naphthoquinones","","","","","","","","","1","",""
"LIT:c8974ee5","Plumbagin","Cc1cc(=O)c2cccc(O)c2n1","Plumbago zeylanica","Tanzania/Kenya","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound healing, STIs","naphthoquinones","","","","","","","","","1","",""
"LIT:cb273d2a","Kaempferol","O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","Carica papaya","East Africa (widespread)","antibacterial","K. pneumoniae","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, diarrhoea","alkaloids/phenolics","286.24","2.28","4.0","6.0","1.0","111.13","21.0","3.0","1","",""
"LIT:d26ea75a","Apigenin","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","Ocimum gratissimum","Kenya/Tanzania","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","270.24","2.58","3.0","5.0","1.0","90.9","20.0","3.0","1","",""
"LIT:d26ea75a","Apigenin","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","Ocimum gratissimum","Kenya/Tanzania","antibacterial","P. aeruginosa","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","270.24","2.58","3.0","5.0","1.0","90.9","20.0","3.0","1","",""
"LIT:d26ea75a","Apigenin","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","Ocimum gratissimum","Kenya/Tanzania","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","270.24","2.58","3.0","5.0","1.0","90.9","20.0","3.0","1","",""
"LIT:d9df30d7","Hautriwaic acid","OC(=O)[C@@H]1CC[C@H](O)CC1","Dodonaea angustifolia","Ethiopia","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections","flavonoids","144.17","0.62","2.0","2.0","1.0","57.53","10.0","1.0","1","",""
"LIT:d9df30d7","Hautriwaic acid","OC(=O)[C@@H]1CC[C@H](O)CC1","Dodonaea angustifolia","Ethiopia","antibacterial","P. aeruginosa","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections","flavonoids","144.17","0.62","2.0","2.0","1.0","57.53","10.0","1.0","1","",""
"LIT:d9df30d7","Hautriwaic acid","OC(=O)[C@@H]1CC[C@H](O)CC1","Dodonaea angustifolia","Ethiopia","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections","flavonoids","144.17","0.62","2.0","2.0","1.0","57.53","10.0","1.0","1","",""
"LIT:da029a84","Gedunin","CC(=O)OC1CC2(C)C(CCC2=O)C2CC(=O)c3ccoc3C12C","Azadirachta indica","East Africa (widespread)","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","330.38","3.06","0.0","5.0","1.0","73.58","24.0","4.0","1","",""
"LIT:da029a84","Gedunin","CC(=O)OC1CC2(C)C(CCC2=O)C2CC(=O)c3ccoc3C12C","Azadirachta indica","East Africa (widespread)","antibacterial","M. tuberculosis","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","330.38","3.06","0.0","5.0","1.0","73.58","24.0","4.0","1","",""
"LIT:da029a84","Gedunin","CC(=O)OC1CC2(C)C(CCC2=O)C2CC(=O)c3ccoc3C12C","Azadirachta indica","East Africa (widespread)","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","330.38","3.06","0.0","5.0","1.0","73.58","24.0","4.0","1","",""
"LIT:de80d999","Erysotrine","COc1ccc2c(c1)[C@@H]1N(C)CC[C@]2(C)c2c1cc(OC)c(OC)c2","Erythrina abyssinica","Uganda/Kenya","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","infections, inflammation","isoflavonoids/alkaloids","339.44","3.76","0.0","4.0","3.0","30.93","25.0","5.0","1","",""
"LIT:de80d999","Erysotrine","COc1ccc2c(c1)[C@@H]1N(C)CC[C@]2(C)c2c1cc(OC)c(OC)c2","Erythrina abyssinica","Uganda/Kenya","antibacterial","Streptococcus pneumoniae","PMC8970882; PMC7685152; PMC9951921","Literature","","","infections, inflammation","isoflavonoids/alkaloids","339.44","3.76","0.0","4.0","3.0","30.93","25.0","5.0","1","",""
"LIT:e0968230","Quercetin","O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12","Psidium guajava","East Africa (widespread)","antibacterial","S. typhi","PMC8970882; PMC7685152; PMC9951921","Literature","","","diarrhoea, dysentery","flavonoids/tannins","302.24","1.99","5.0","7.0","1.0","131.36","22.0","3.0","1","",""
"LIT:e0cd3116","1,8-Cineole","C[C@]12CC[C@H](CC1)O2","Artemisia afra","Kenya/Tanzania","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","malaria, respiratory","monoterpenes/sesquiterpenes","112.17","1.72","0.0","1.0","0.0","9.23","8.0","2.0","1","",""
"LIT:e0cd3116","1,8-Cineole","C[C@]12CC[C@H](CC1)O2","Artemisia afra","Kenya/Tanzania","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","malaria, respiratory","monoterpenes/sesquiterpenes","112.17","1.72","0.0","1.0","0.0","9.23","8.0","2.0","1","",""
"LIT:ebe6ef5c","Ellagic acid","O=c1oc2c(O)c(O)cc3c2c1=c1c(O)c(O)cc2oc(=O)c3c12","Terminalia brownii","Kenya/Ethiopia","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, dysentery","tannins/triterpenoids","326.22","1.9","4.0","8.0","0.0","141.34","24.0","5.0","1","",""
"LIT:ebe6ef5c","Ellagic acid","O=c1oc2c(O)c(O)cc3c2c1=c1c(O)c(O)cc2oc(=O)c3c12","Terminalia brownii","Kenya/Ethiopia","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, dysentery","tannins/triterpenoids","326.22","1.9","4.0","8.0","0.0","141.34","24.0","5.0","1","",""
"LIT:ebe6ef5c","Ellagic acid","O=c1oc2c(O)c(O)cc3c2c1=c1c(O)c(O)cc2oc(=O)c3c12","Terminalia brownii","Kenya/Ethiopia","antibacterial","S. typhi","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, dysentery","tannins/triterpenoids","326.22","1.9","4.0","8.0","0.0","141.34","24.0","5.0","1","",""
"LIT:ef607b11","Nimbin","COC(=O)[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]2OC(C)=O)[C@H]2OC(=O)[C@H](OC(C)=O)[C@]12C","Azadirachta indica","East Africa (widespread)","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","382.41","1.39","0.0","8.0","3.0","105.2","27.0","3.0","1","",""
"LIT:ef607b11","Nimbin","COC(=O)[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]2OC(C)=O)[C@H]2OC(=O)[C@H](OC(C)=O)[C@]12C","Azadirachta indica","East Africa (widespread)","antibacterial","M. tuberculosis","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","382.41","1.39","0.0","8.0","3.0","105.2","27.0","3.0","1","",""
"LIT:ef607b11","Nimbin","COC(=O)[C@@H]1C[C@@]2(C)[C@@H](CC[C@H]2OC(C)=O)[C@H]2OC(=O)[C@H](OC(C)=O)[C@]12C","Azadirachta indica","East Africa (widespread)","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","skin infections, malaria","limonoids/triterpenoids","382.41","1.39","0.0","8.0","3.0","105.2","27.0","3.0","1","",""
"LIT:ef9b7722","Moringin","N=C(NOS(=O)(=O)O)SCCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1","Moringa oleifera","Tanzania/Kenya","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","typhoid, diarrhoea","glucosinolates/isothiocyanates","454.48","-1.6","7.0","11.0","8.0","198.86","29.0","2.0","1","",""
"LIT:ef9b7722","Moringin","N=C(NOS(=O)(=O)O)SCCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1","Moringa oleifera","Tanzania/Kenya","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","typhoid, diarrhoea","glucosinolates/isothiocyanates","454.48","-1.6","7.0","11.0","8.0","198.86","29.0","2.0","1","",""
"LIT:ef9b7722","Moringin","N=C(NOS(=O)(=O)O)SCCc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1","Moringa oleifera","Tanzania/Kenya","antibacterial","S. typhi","PMC8970882; PMC7685152; PMC9951921","Literature","","","typhoid, diarrhoea","glucosinolates/isothiocyanates","454.48","-1.6","7.0","11.0","8.0","198.86","29.0","2.0","1","",""
"LIT:f1173228","Thymol","Cc1ccc(C(C)C)cc1O","Ocimum gratissimum","Kenya/Tanzania","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","150.22","2.82","1.0","1.0","1.0","20.23","11.0","1.0","1","",""
"LIT:f1173228","Thymol","Cc1ccc(C(C)C)cc1O","Ocimum gratissimum","Kenya/Tanzania","antibacterial","P. aeruginosa","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","150.22","2.82","1.0","1.0","1.0","20.23","11.0","1.0","1","",""
"LIT:f1173228","Thymol","Cc1ccc(C(C)C)cc1O","Ocimum gratissimum","Kenya/Tanzania","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","respiratory, skin infections","phenylpropanoids","150.22","2.82","1.0","1.0","1.0","20.23","11.0","1.0","1","",""
"LIT:f2dfc2ec","Catechin","O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1","Acacia nilotica","Kenya/Ethiopia","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","diarrhoea, dysentery","flavonoids/tannins","290.27","1.55","5.0","6.0","1.0","110.38","21.0","3.0","1","",""
"LIT:f2dfc2ec","Catechin","O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1","Acacia nilotica","Kenya/Ethiopia","antibacterial","K. pneumoniae","PMC8970882; PMC7685152; PMC9951921","Literature","","","diarrhoea, dysentery","flavonoids/tannins","290.27","1.55","5.0","6.0","1.0","110.38","21.0","3.0","1","",""
"LIT:f2dfc2ec","Catechin","O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1ccc(O)c(O)c1","Acacia nilotica","Kenya/Ethiopia","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","diarrhoea, dysentery","flavonoids/tannins","290.27","1.55","5.0","6.0","1.0","110.38","21.0","3.0","1","",""
"LIT:fa885374","Camphor","CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O","Artemisia afra","Kenya/Tanzania","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","malaria, respiratory","monoterpenes/sesquiterpenes","152.24","2.4","0.0","1.0","0.0","17.07","11.0","2.0","1","",""
"LIT:fa885374","Camphor","CC1(C)[C@@H]2CC[C@@](C)(C2)C1=O","Artemisia afra","Kenya/Tanzania","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","malaria, respiratory","monoterpenes/sesquiterpenes","152.24","2.4","0.0","1.0","0.0","17.07","11.0","2.0","1","",""
"LIT:fca6bde6","Carpaine","O=C1CCCCCCC[C@@H](CC[C@@H](O)CC[C@@H](NC1=O)C)O","Carica papaya","East Africa (widespread)","antibacterial","E. coli","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, diarrhoea","alkaloids/phenolics","313.44","2.09","3.0","4.0","0.0","86.63","22.0","1.0","1","",""
"LIT:fca6bde6","Carpaine","O=C1CCCCCCC[C@@H](CC[C@@H](O)CC[C@@H](NC1=O)C)O","Carica papaya","East Africa (widespread)","antibacterial","K. pneumoniae","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, diarrhoea","alkaloids/phenolics","313.44","2.09","3.0","4.0","0.0","86.63","22.0","1.0","1","",""
"LIT:fca6bde6","Carpaine","O=C1CCCCCCC[C@@H](CC[C@@H](O)CC[C@@H](NC1=O)C)O","Carica papaya","East Africa (widespread)","antibacterial","S. aureus","PMC8970882; PMC7685152; PMC9951921","Literature","","","wound infections, diarrhoea","alkaloids/phenolics","313.44","2.09","3.0","4.0","0.0","86.63","22.0","1.0","1","",""
"Mol_00007","apigenin-7-O-beta-glucopyranoside","OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O","Artemisia judaica","East Africa","antibacterial","multiple","PMID:10913856","ANPDB","","class_inference","","flavonoid","432.38","0.05","6.0","10.0","4.0","170.05","31.0","4.0","1","",""
"Mol_00008","apigenin-7-O-gentiobioside","OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(c3)oc(cc4=O)c3ccc(cc3)O)[C@@H]([C@H]([C@@H]2O)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Artemisia judaica","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","594.52","-2.13","9.0","15.0","7.0","249.2","42.0","5.0","1","",""
"Mol_00063","afzelin","CC1C(C(C(C(O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC=C(C=C4)O)O)O)O","Diplotaxis acris","East Africa","antibacterial","multiple","PMID:16303155","ANPDB","","class_inference","","flavonoid","432.38","0.78","6.0","10.0","3.0","170.05","31.0","4.0","1","",""
"Mol_00064","quercitrin","Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@H]1O)O)O)c1ccc(c(c1)O)O","Argania spinosa","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","448.38","0.49","7.0","11.0","3.0","190.28","32.0","4.0","1","",""
"Mol_00065","isoquercitrin","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@@H]1O)O)O","Allium myrianthum","East Africa","antibacterial","multiple","PMID:10746883","ANPDB","","class_inference","","flavonoid","464.38","-0.54","8.0","12.0","4.0","210.51","33.0","4.0","1","",""
"Mol_00066","hyperin","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O","Acacia polyacantha","East Africa","antibacterial","multiple","PMID:10913855","ANPDB","","class_inference","","flavonoid","464.38","-0.54","8.0","12.0","4.0","210.51","33.0","4.0","1","",""
"Mol_00067","rutin","Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](CO[C@@H]2O[C@@H](C)[C@@H]([C@H]([C@H]2O)O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O","Achyranthes aspera","East Africa","antibacterial","multiple","PMID:10746883","ANPDB","","class_inference","","flavonoid","610.52","-1.69","10.0","16.0","6.0","269.43","43.0","5.0","1","",""
"Mol_00068","oleanolic acid","O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C(=O)O)C)C","Amaracus akhdarensis","East Africa","antibacterial","multiple","PMID:11677033","ANPDB","","class_inference","","terpenoid","456.71","7.23","2.0","2.0","1.0","57.53","33.0","5.0","1","",""
"Mol_00156","quercetin 3-galactoside","OC[C@H]1OC(Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@@H]([C@H]([C@H]1O)O)O","Aerva javanica","East Africa","antibacterial","multiple","PMID:1366431","ANPDB","","class_inference","","flavonoid","464.38","-0.54","8.0","12.0","4.0","210.51","33.0","4.0","1","",""
"Mol_00160","kaempferol 3-O-beta-D-glucopyranoside","OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O","Alkanna orientalis","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","448.38","-0.24","7.0","11.0","4.0","190.28","32.0","4.0","1","",""
"Mol_00162","quercetin","Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O","Allium myrianthum","East Africa","antibacterial","multiple","PMID:11908975","ANPDB","","class_inference","","flavonoid","302.24","1.99","5.0","7.0","1.0","131.36","22.0","3.0","1","",""
"Mol_00164","quercetin 3-O-(6''-alpha-L-rhamnopyranosyl)-beta-D-glucopyranoside","Oc1cc(O)c2c(c1)oc(c(c2=O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O)c1ccc(c(c1)O)O","Allium myrianthum","East Africa","antibacterial","multiple","PMID:17190444","ANPDB","","class_inference","","flavonoid","610.52","-1.69","10.0","16.0","6.0","269.43","43.0","5.0","1","",""
"Mol_00167","apigenin","Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O","Allium myrianthum","East Africa","antibacterial","multiple","PMID:10996263","ANPDB","","class_inference","","flavonoid","270.24","2.58","3.0","5.0","1.0","90.9","20.0","3.0","1","",""
"Mol_00169","luteolin","Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O","Allium myrianthum","East Africa","antibacterial","multiple","PMID:11008378","ANPDB","","class_inference","","flavonoid","286.24","2.28","4.0","6.0","1.0","111.13","21.0","3.0","1","",""
"Mol_00175","isoliquiritigenin","Oc1ccc(cc1)/C=C/C(=O)c1ccc(cc1O)O","Artemisia campestris","East Africa","antibacterial","multiple","PMID:11014284","ANPDB","","class_inference","","flavonoid","256.26","2.7","3.0","4.0","3.0","77.76","19.0","2.0","1","",""
"Mol_00182","lycorine","O[C@H]1C=C2CCN3[C@H]2[C@@H]([C@@H]1O)c1cc2OCOc2cc1C3","Clivia miniata","East Africa","antibacterial","multiple","PMID:26265570","ANPDB","","class_inference","","alkaloid","287.32","0.75","2.0","5.0","0.0","62.16","21.0","5.0","1","",""
"Mol_00184","galanthamine","COc1ccc2c3c1O[C@@H]1[C@@]3(CCN(C2)C)C=C[C@@H](C1)O","Haemanthus multiflorus","East Africa","antibacterial","multiple","PMID:26265570","ANPDB","","class_inference","","alkaloid","287.36","1.85","1.0","4.0","1.0","41.93","21.0","4.0","1","",""
"Mol_00194","narcisine","COc1ccc2c3c1OC1C3(C=C[C@H](C1)O)CCN(C2)C(=O)C","Narcissus tazetta","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","315.37","1.77","1.0","4.0","1.0","59.0","23.0","4.0","1","",""
"Mol_00196","pseudolycorine","COc1cc2CN3CCC4=C[C@@H]([C@H]([C@@H](c2cc1O)[C@H]34)O)O","Narcissus tazetta","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","289.33","0.73","3.0","5.0","1.0","73.16","21.0","4.0","1","",""
"Mol_00198","haemanthamine","CO[C@@H]1C=C[C@]23[C@H](C1)N(C[C@@H]2O)Cc1c3cc2OCOc2c1","Narcissus tazetta","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","301.34","1.19","1.0","5.0","1.0","51.16","22.0","5.0","1","",""
"Mol_00199","pretazettine","CO[C@@H]1C=C[C@]23[C@H](C1)N(C)C[C@@H]2O[C@H](c1c3cc2OCOc2c1)C","Narcissus tazetta","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","alkaloid","329.4","2.4","0.0","5.0","1.0","40.16","24.0","5.0","1","",""
"Mol_00200","tazettine","CO[C@@H]1C=C[C@@]23[C@H](C1)N(C)C[C@]3(O)OCc1c2cc2OCOc2c1","Narcissus species","East Africa","antibacterial","multiple","PMID:26265570","ANPDB","","class_inference","","alkaloid","331.37","1.16","1.0","6.0","1.0","60.39","24.0","5.0","1","",""
"Mol_00201","9-O-demethylhomolycorine","COc1cc2[C@@H]3[C@@H](CC=C4[C@H]3N(C)CC4)OC(=O)c2cc1O","Narcissus species","East Africa","antibacterial","multiple","PMID:26265570","ANPDB","","class_inference","","alkaloid","301.34","2.06","1.0","5.0","1.0","59.0","22.0","4.0","1","",""
"Mol_00217","ismine","OCc1cc2OCOc2cc1c1ccccc1NC","Hippeastrum vittatum","East Africa","antibacterial","multiple","PMID:11421761","ANPDB","","class_inference","","alkaloid","257.29","2.62","2.0","4.0","3.0","50.72","19.0","3.0","1","",""
"Mol_00240","trisphaeridine","C1Oc2c(O1)cc1c(c2)cnc2c1cccc2","Crinum americanum","East Africa","antibacterial","multiple","PMID:26265570","ANPDB","","class_inference","","alkaloid","223.23","3.12","0.0","3.0","0.0","31.35","17.0","4.0","1","",""
"Mol_00250","palmitic acid","CCCCCCCCCCCCCCCC(=O)O","Apium graveolens","East Africa","antibacterial","multiple","PMID:11677033","ANPDB","","class_inference","","lipid || terpenoid","256.43","5.55","1.0","1.0","14.0","37.3","18.0","0.0","1","",""
"Mol_00261","maritimin","COc1cc(O)cc2c1c(=O)cc(o2)C","Artemisia hugueti","East Africa","antibacterial","multiple","","ANPDB","","class_inference","","flavonoid","206.2","1.82","1.0","4.0","1.0","59.67","15.0","2.0","1","",""
"Mol_00268","p-cymene","Cc1ccc(cc1)C(C)C","Artemisia herba","East Africa","antibacterial","multiple","PMID:11449503","ANPDB","","class_inference","","terpenoid","134.22","3.12","0.0","0.0","1.0","0.0","10.0","1.0","1","",""
"Mol_00269","beta-pinene","C=C1CCC2CC1C2(C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","PMID:11393518","ANPDB","","class_inference","","terpenoid","136.24","3.0","0.0","0.0","0.0","0.0","10.0","3.0","1","",""
"Mol_00270","alpha-terpinene","CC1=CC=C(CC1)C(C)C","Artemisia herba-alba","East Africa","antibacterial","multiple","PMID:15474566","ANPDB","","class_inference","","terpenoid","136.24","3.31","0.0","0.0","1.0","0.0","10.0","1.0","1","",""
"Mol_00271","limonene","CC1=CCC(CC1)C(=C)C","Apium graveolens","East Africa","antibacterial","multiple","PMID:11393518","ANPDB","","class_inference","","terpenoid","136.24","3.31","0.0","0.0","1.0","0.0","10.0","1.0","1","",""
"Mol_00278","gallic acid","OC(=O)c1cc(O)c(c(c1)O)O","Acacia farnesiana","East Africa","antibacterial","multiple","PMID:11054840","ANPDB","","class_inference","","phenolic || tannin","170.12","0.5","4.0","4.0","1.0","97.99","12.0","1.0","1","",""
"Mol_00279","methyl gallate","COC(=O)c1cc(O)c(c(c1)O)O","Acacia farnesiana","East Africa","antibacterial","multiple","PMID:11738415","ANPDB","","class_inference","","phenolic || tannin","184.15","0.59","3.0","5.0","1.0","86.99","13.0","1.0","1","",""
"Mol_00280","chlorogenic acid","O=C(O[C@@H]1C[C@@](O)(C[C@H]([C@H]1O)O)C(=O)O)/C=C/c1ccc(c(c1)O)O","Achyranthes aspera","East Africa","antibacterial","multiple","PMID:11054840","ANPDB","","class_inference","","phenolic || phenylpropanoid","354.31","-0.65","6.0","8.0","4.0","164.75","25.0","2.0","1","",""
"Mol_00283","miquelianin","Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O)c1ccc(c(c1)O)O","Eucalyptus camaledulensis","East Africa","antibacterial","multiple","PMID:10820798","ANPDB","","class_inference","","flavonoid","478.36","-0.45","8.0","12.0","4.0","227.58","34.0","4.0","1","",""
